,Respondent,Current Ratio,Quick Ratio,FATO,TATO,Debt Ratio,Equity Multiplier,Gross Margin,Profit Margin,Return on Asset,Return on Equity,Withdrawal Ratio
0,4429.0,,,0.7232065256364288,0.5192780217838894,0.0,1.0,0.3299870155174234,0.1961908218200784,0.10187758184688585,0.10187758184688585,0.3968195806443624
0,4435.0,,,0.9472324723247233,0.16415072621935362,0.0,1.0,0.5324416742414405,-0.1014846556724235,-0.01665877992874936,-0.01665877992874936,-19.302141090164632
0,4436.0,,,0.16141778036025567,0.16141778036025567,0.0,1.0,0.2998560115190785,-1.3771317494600432,-0.2222935502614759,-0.2222935502614759,-0.7832401732296966
0,4437.0,,,11.576842105263157,0.7868528746816243,0.0,1.0,0.9929078014184397,0.5398436079287143,0.4247774947772086,0.4247774947772086,0.15023916997911474
0,4438.0,,,11.300564971751413,2.1677074234388107,0.0,1.0,0.4840965903409659,0.2636686331366863,0.5715564533783594,0.5715564533783594,1.2872143954189499
0,4440.0,,,0.8883686900958466,0.6487259923504014,0.0,1.0,0.38207843360087806,0.26933633604906004,0.17472548187944767,0.17472548187944767,0.2866346648150992
0,4442.0,0.017699115044247787,0.0,2.60622009569378,2.593809523809524,0.26904761904761904,1.3680781758957654,-0.533688268771801,-0.7555535156967138,-1.9597619047619048,-1.9597619047619048,-0.14846312720204105
0,4443.0,75.775,73.275,11.452103120759837,2.239968152866242,0.010615711252653927,1.0107296137339057,0.5605720243596123,-0.20459230823914126,-0.4582802547770701,-0.4582802547770701,-0.8854528607829512
0,4444.0,,,9.684358012725971,2.042934882975676,0.0,1.0,0.4547138080101993,0.2606923041778439,0.5325774019282229,0.5325774019282229,2.057458271211152
0,4446.0,,,4.715941108545034,1.1802277871519011,0.0,1.0,0.6310602460085137,-0.4525329425404719,-0.5340919533878795,-0.5340919533878795,-0.3073619476548075
0,4448.0,45.870803652968036,45.870803652968036,5.144366197183099,1.1115939764829563,0.017089740490339768,1.017386877718486,0.7716882360167782,0.555447164744906,0.6174317225849738,0.6174317225849738,0.5883946904314675
0,4452.0,49.4137037037037,49.4137037037037,7.822639068564036,1.2662312506936433,0.016961539186390564,1.0172541969236406,0.4452430170831335,0.2611271891382361,0.33064740729262426,0.33064740729262426,0.6252651978138201
0,4453.0,,,12.38888888888889,1.439356447879239,0.0,1.0,0.7184293995406322,0.5160389806409275,0.7427640341425489,0.7427640341425489,0.03687890518993018
0,4456.0,1.2343144,1.2343144,10.906748743718593,1.2460254447316799,0.7176100943054482,3.5412030665205645,0.013058624437499626,-0.2134619522374004,-0.2659790239698994,-0.2659790239698994,-0.14202246026932466
0,4458.0,0.5484784147204529,0.34058740268931353,1.923038286580743,1.7208191994572593,0.19172320217096336,1.2371999328521068,0.02709031682592557,-0.4226507128460124,-0.7273054613297151,-0.7273054613297151,-0.41308658448908436
0,4462.0,,,0.23075679876429983,0.1827406160548098,0.0,1.0,0.6440503686094219,0.3350319351889012,0.06122394223445491,0.06122394223445491,0.886136255062241
0,4463.0,0.0,0.0,4.217989417989418,4.217989417989418,0.10582010582010581,1.1183431952662721,0.3935336176618164,-0.42301179126944305,-1.7842592592592592,-1.7842592592592592,-0.44006227296315514
0,4464.0,0.0,0.0,1.693799682034976,1.693799682034976,0.14308426073131955,1.1669758812615956,-0.6369344847005819,-1.5839966209874226,-2.6829729729729728,-2.6829729729729728,-0.14661855071433227
0,4465.0,,,16.702439024390245,16.702439024390245,0.0,1.0,0.2728290498442368,-1.4348228193146417,-23.965040650406504,-23.965040650406504,-0.025952437493639107
